Date,Actual,Forecast
2026-01-07,15.38000011,17.877063751220703
2026-01-08,15.44999981,16.857322692871094
2026-01-09,14.48999977,16.101612091064453
2026-01-12,15.11999989,16.802297592163086
2026-01-13,15.97999954,17.31329917907715
2026-01-14,16.75,16.18119239807129
2026-01-15,15.84000015,16.712963104248047
2026-01-16,15.85999966,15.838210105895996
2026-01-20,20.09000015,15.224052429199219
2026-01-21,16.89999962,15.792540550231934
2026-01-22,15.64000034,16.17452049255371
2026-01-23,16.09000015,15.716140747070312
2026-01-26,16.14999962,15.715598106384277
2026-01-27,16.35000038,16.272361755371094
2026-01-28,16.35000038,17.34242057800293
2026-01-29,16.87999916,15.842706680297852
2026-01-30,17.44000053,16.856075286865234
2026-02-02,16.34000015,17.11626434326172
2026-02-03,18.0,17.372316360473633
2026-02-04,18.63999939,16.746862411499023
2026-02-05,21.77000046,17.103029251098633
2026-02-06,20.37000084,16.362865447998047
2026-02-09,17.36000061,17.256572723388672
2026-02-10,17.79000092,15.901666641235352
2026-02-11,17.64999962,16.11518669128418
2026-02-12,20.81999969,17.1591854095459
2026-02-13,20.60000038,15.416741371154785
2026-02-17,20.29000092,17.37690544128418
2026-02-18,19.62000084,17.128015518188477
2026-02-19,20.22999954,17.762432098388672
2026-02-20,19.09000015,16.5255069732666
2026-02-23,21.01000023,15.64769172668457
2026-02-24,19.54999924,15.241888999938965
2026-02-25,17.93000031,17.13897132873535
2026-02-26,18.62999916,16.74605941772461
2026-02-27,19.86000061,16.125743865966797
2026-03-02,21.44000053,16.956939697265625
2026-03-03,23.56999969,16.204299926757812
2026-03-04,21.14999962,16.296113967895508
2026-03-05,23.75,16.43768310546875
2026-03-06,29.48999977,16.6043701171875
2026-03-09,25.5,16.678956985473633
2026-03-10,24.93000031,16.944805145263672
2026-03-11,24.22999954,16.699230194091797
2026-03-12,27.29000092,16.721881866455078
2026-03-16,23.51000023,16.799945831298828
2026-03-17,22.37000084,17.262920379638672
2026-03-18,25.09000015,15.808137893676758
2026-03-19,24.05999947,16.18658447265625
2026-03-20,26.78000069,16.806175231933594
2026-03-23,26.14999962,16.741872787475586
2026-03-24,26.95000076,17.174732208251953
2026-03-25,25.32999992,17.416370391845703
2026-03-26,27.44000053,17.181297302246094
2026-03-27,31.04999924,16.86610221862793
2026-04-09,19.48999977,17.007312774658203
2026-04-22,18.92000008,17.166866302490234
2026-04-23,19.30999947,22.73094940185547
2026-04-24,18.70999908,25.794584274291992
2026-04-27,18.02000046,18.766387939453125
2026-04-28,17.82999992,16.35375213623047
2026-04-29,18.80999947,18.94268035888672
2026-04-30,16.88999939,17.27811050415039
2026-05-01,16.98999977,16.70305061340332
2026-05-04,18.29000092,16.51991081237793
2026-05-05,17.37999916,16.487871170043945
2026-05-06,17.38999939,18.563657760620117
2026-05-07,17.07999992,23.61852264404297
2026-05-08,17.19000053,17.144699096679688
2026-05-11,18.37999916,16.816614151000977
2026-05-12,17.98999977,16.140277862548828
2026-05-13,17.87000084,18.538246154785156
2026-05-14,17.26000023,20.16636085510254
2026-05-15,18.43000031,17.010513305664062
2026-05-18,17.81999969,20.603717803955078
2026-05-19,18.05999947,17.48967933654785
2026-05-20,17.44000053,19.92706871032715
2026-05-21,16.76000023,16.666418075561523
2026-05-22,16.70000076,17.638418197631836
2026-05-26,17.01000023,19.055055618286133
2026-05-27,16.29000092,18.306102752685547
2026-05-28,15.73999977,16.702552795410156
2026-05-29,15.31999969,17.611068725585938
2026-06-01,16.04999924,18.625383377075195
2026-06-02,15.77000046,18.5794677734375
2026-06-03,16.05999947,18.71750831604004
2026-06-04,15.39999962,17.914480209350586
2026-06-05,21.51000023,17.739500045776367
2026-06-08,18.92000008,18.615131378173828
2026-06-09,19.87000084,18.628864288330078
2026-06-10,22.21999931,18.608768463134766
2026-06-11,19.44000053,18.189119338989258
2026-06-12,17.68000031,18.489362716674805
2026-06-15,16.20000076,18.05196189880371
2026-06-16,16.40999985,19.38188934326172
2026-06-17,18.44000053,16.346067428588867
