Model,Volatility Regime,N,MSE,MAE,MAPE,R2,QLIKE,Directional Accuracy
tft_bayesoptimization_h5_con_PM,Medium (20-30),28,24.363708149550376,4.544078111335885,0.18971655427709777,-2.5505281543649354,0.028832067528324932,53.57142857142857
tft_bayesoptimization_h5_con_PM,High (>30),1,46.35133895392169,6.808181765634764,0.21926511859182785,,0.03332487994428024,0.0
tft_bayesoptimization_h5_senza_PM,Low (<20),67,3.2302702370371046,1.5246223769171963,0.08776991765352395,-0.865935449925606,0.004991219978039125,49.25373134328358
tft_bayesoptimization_h5_senza_PM,Medium (20-30),28,44.76868855759545,6.247629437815116,0.2586301593852038,-5.524150108105419,0.05820473274929173,50.0
tft_bayesoptimization_h5_senza_PM,High (>30),1,162.95080942083348,12.765218737680662,0.4111181658657156,,0.16860381417801173,0.0
tft_gridsearch_h5_con_PM,Low (<20),67,4.442831292449578,1.6358438607910157,0.09386046472966,-1.566360025105615,0.006317050888156043,52.23880597014925
tft_gridsearch_h5_con_PM,Medium (20-30),28,52.51521112094138,6.736304112530431,0.27827360880277147,-6.653052420132602,0.07121367755445178,46.42857142857143
tft_gridsearch_h5_con_PM,High (>30),1,201.18293471288743,14.183897021372069,0.4568082888420731,,0.23067769234648328,0.0
tft_gridsearch_h5_senza_PM,Low (<20),67,3.0643758659222917,1.4029209228017137,0.07981130682828458,-0.7701081149685871,0.004978066049897713,59.70149253731343
tft_gridsearch_h5_senza_PM,Medium (20-30),28,53.65223749245136,6.844279186753539,0.283280508186094,-6.818751504997732,0.07350557169061582,46.42857142857143
tft_gridsearch_h5_senza_PM,High (>30),1,197.9777731740672,14.070457461435545,0.4531548407675757,,0.22508162246501584,0.0
xgboost_bayesoptimization_h5_con_PM,Low (<20),70,6.317424161279391,1.897360468285714,0.1086242521797092,-2.262548842884427,0.008007486259569485,54.285714285714285
xgboost_bayesoptimization_h5_con_PM,Medium (20-30),28,21.693168518818783,4.285030583571429,0.18030043470679974,-2.1613498696778053,0.02568824374363559,50.0
xgboost_bayesoptimization_h5_con_PM,High (>30),1,72.41295586099842,8.509580239999998,0.2740605619415789,,0.05723669334107151,0.0
xgboost_bayesoptimization_h5_senza_PM,Low (<20),70,5.393961061496501,1.9023787377142858,0.11052223694985858,-1.7856387303563834,0.007134079339350904,58.57142857142858
xgboost_bayesoptimization_h5_senza_PM,Medium (20-30),28,23.182747369079102,4.137290869285715,0.1719836605608735,-2.37842649912731,0.027882785922170434,53.57142857142857
xgboost_bayesoptimization_h5_senza_PM,High (>30),1,60.371598376615694,7.769916239999997,0.25023885443418764,,0.04575750296082304,0.0
xgboost_gridsearch_h5_con_PM,Low (<20),70,8.747394371216133,1.9991675688571426,0.11350815977522054,-3.5174743147665,0.009694314519865459,60.0
xgboost_gridsearch_h5_con_PM,Medium (20-30),28,21.524592972086822,4.0064033114285715,0.16770033834249318,-2.1367833208940428,0.02610057987596908,53.57142857142857
xgboost_gridsearch_h5_con_PM,High (>30),1,63.411873228964375,7.9631572399999975,0.25646239725962705,,0.04858595368440133,0.0
xgboost_gridsearch_h5_senza_PM,Low (<20),70,6.241659560257586,1.759706168857143,0.10073808847130349,-2.223421232471573,0.007386586563587404,58.57142857142858
xgboost_gridsearch_h5_senza_PM,Medium (20-30),28,19.44661776311195,3.791550025714286,0.1578102736525136,-1.8339595701640534,0.022287849211706685,57.14285714285714
xgboost_gridsearch_h5_senza_PM,High (>30),1,105.27035462282036,10.26013424,0.33043911404617476,,0.09238297954681651,0.0
