Model,Volatility Regime,N,MSE,MAE,MAPE,R2,QLIKE,Directional Accuracy
arima_h5_con_PM,Low (<20),62,9.917422287865108,2.1322429591961884,0.11986527111074649,-5.569992344195003,0.011865666652487368,53.2258064516129
arima_h5_con_PM,Medium (20-30),28,16.465929019399567,3.3731060100266106,0.14049731616733624,-1.3995831920286608,0.019345842224843788,53.57142857142857
arima_h5_con_PM,High (>30),1,20.84679069464467,4.565828587961299,0.14704762317930734,,0.013346834547473874,0.0
arima_h5_senza_PM,Low (<20),66,7.531879963011649,1.8880183019940389,0.10637549633421027,-3.332974793758879,0.008377037993797753,53.03030303030303
arima_h5_senza_PM,Medium (20-30),28,14.538021621044054,3.1470504181667036,0.1332640336646207,-1.1186288539265594,0.01696943543754558,57.14285714285714
arima_h5_senza_PM,High (>30),1,26.60773004895555,5.1582681249577895,0.166127801971495,,0.017549408143197276,0.0
har_h5_con_PM,Low (<20),60,11.179160779714142,2.6441466307909662,0.149450654120805,-6.540459178618465,0.013630900972702678,43.333333333333336
har_h5_con_PM,Medium (20-30),28,9.735795497240927,2.4464409631433495,0.10336611860670177,-0.41879946213077623,0.011092450764864101,64.28571428571429
har_h5_con_PM,High (>30),1,6.24903374629495,2.499806741789243,0.08050907578022998,,0.003623209450744902,100.0
har_h5_senza_PM,Low (<20),60,3.7550729489639822,1.4192048992622517,0.07987596614625447,-1.5328354106667925,0.004939794851496237,60.0
har_h5_senza_PM,Medium (20-30),28,20.437187689648432,3.9596218684703257,0.16440561927393046,-1.9783155274529247,0.02368220284077826,57.14285714285714
har_h5_senza_PM,High (>30),1,66.181912311394,8.135226629381261,0.26200408465392483,,0.05120406069532857,0.0
lstm_bayesoptimization_h5_con_PM,Low (<20),70,7.4067320420319005,1.8380190269963546,0.10411344173844497,-2.8251072646659803,0.008399615945023023,61.42857142857143
lstm_bayesoptimization_h5_con_PM,Medium (20-30),28,20.11376413820403,3.932965828011411,0.16564951732030778,-1.9311829473818047,0.024535037233829975,53.57142857142857
lstm_bayesoptimization_h5_con_PM,High (>30),1,30.603127740109695,5.532009376357717,0.17816455754469504,,0.020573507468836905,0.0
lstm_bayesoptimization_h5_senza_PM,Low (<20),70,3.4803848445834493,1.5671410429684907,0.09390436258836432,-0.7973979991852651,0.005554009950412039,61.42857142857143
lstm_bayesoptimization_h5_senza_PM,Medium (20-30),28,38.519690214258404,5.593490549126822,0.2289364814827209,-4.613482305880598,0.047642029742999706,53.57142857142857
lstm_bayesoptimization_h5_senza_PM,High (>30),1,147.39990811388853,12.140836384446029,0.39100923290219153,,0.14610884753992104,0.0
lstm_gridsearch_h5_con_PM,Low (<20),70,7.6657809059436595,1.9297277771682713,0.10991240687362601,-2.9588895704965696,0.008884791627369253,60.0
lstm_gridsearch_h5_con_PM,Medium (20-30),28,20.605574473093508,3.7303165068168744,0.15572673383372043,-2.0028545677244156,0.024819687133369715,57.14285714285714
lstm_gridsearch_h5_con_PM,High (>30),1,36.2316085839099,6.019269771650869,0.19385732428284816,,0.024980668737031086,0.0
lstm_gridsearch_h5_senza_PM,Low (<20),70,2.6914413068745997,1.3553745451221455,0.07946808764131129,-0.3899587074198885,0.004514944770894235,61.42857142857143
lstm_gridsearch_h5_senza_PM,Medium (20-30),28,40.53228316511194,5.784269796920033,0.23766124829821464,-4.906777886808567,0.051534212748540316,50.0
lstm_gridsearch_h5_senza_PM,High (>30),1,161.09745546704147,12.692417242867549,0.4087735121911568,,0.1658430787391041,0.0
random_forest_bayesoptimization_h5_con_PM,Low (<20),70,5.992689479859872,1.9640625234966316,0.11303819918559517,-2.094843978993329,0.007613597352809154,57.14285714285714
random_forest_bayesoptimization_h5_con_PM,Medium (20-30),28,22.08765461679591,4.182632819526274,0.1745988724028835,-2.218838409138873,0.026183778557399624,53.57142857142857
random_forest_bayesoptimization_h5_con_PM,High (>30),1,53.07784256054487,7.285454176682801,0.23463621111131472,,0.0391641985289084,0.0
random_forest_bayesoptimization_h5_senza_PM,Low (<20),70,6.8193743101589215,1.8981326609594293,0.1086477374697412,-2.5217742543187174,0.008131905851324648,51.42857142857142
random_forest_bayesoptimization_h5_senza_PM,Medium (20-30),28,18.47424358882288,3.6029498513779727,0.15031464719890417,-1.6922552835587976,0.02168905495192481,53.57142857142857
random_forest_bayesoptimization_h5_senza_PM,High (>30),1,51.53906413653196,7.179071258633108,0.2312100300918754,,0.0378079101494182,0.0
random_forest_gridsearch_h5_con_PM,Low (<20),70,6.208975401183371,1.9343881081712517,0.11111778256180743,-2.2065419375808153,0.0077648905745027015,58.57142857142858
random_forest_gridsearch_h5_con_PM,Medium (20-30),28,20.28730592383922,3.902646815021415,0.16320732890852369,-1.956473227173138,0.023989785329903764,57.14285714285714
random_forest_gridsearch_h5_con_PM,High (>30),1,48.62383687749685,6.973079440067842,0.22457583287425043,,0.03527167044710988,0.0
random_forest_gridsearch_h5_senza_PM,Low (<20),70,6.844782842974958,1.9010318047953612,0.10880515747749435,-2.5348961497656686,0.008157799919492814,51.42857142857142
random_forest_gridsearch_h5_senza_PM,Medium (20-30),28,18.464517044440438,3.607208506528924,0.15046752887949796,-1.690837832263512,0.021663343684923436,57.14285714285714
random_forest_gridsearch_h5_senza_PM,High (>30),1,52.1754671667126,7.223258763654574,0.23263313817892944,,0.03836737026294568,0.0
tft_bayesoptimization_h5_con_PM,Low (<20),67,14.658396607948609,2.8464057976013364,0.1627513813407076,-7.467285973859651,0.0163132192741072,50.74626865671642
