Model,Volatility Regime,N,MSE,MAE,MAPE,R2,QLIKE,Directional Accuracy
arima_h1_con_PM,Low (<20),70,2.9881210544865464,0.9965985306050692,0.05690703650020745,-0.5049729000877303,0.0032929137974125064,61.42857142857143
arima_h1_con_PM,Medium (20-30),28,7.356259267343432,2.274572446971035,0.09705230986998419,-0.07202916235855694,0.008313257485634875,50.0
arima_h1_con_PM,High (>30),1,15.358482751286235,3.9189900167372507,0.12621546256557173,,0.00952543573016218,0.0
arima_h1_senza_PM,Low (<20),70,2.6967820180303193,0.9563791403264393,0.054163481950408446,-0.358239435609788,0.0027692130464494593,52.85714285714286
arima_h1_senza_PM,Medium (20-30),28,7.117151750198947,2.1792411234965208,0.09280307126372667,-0.037183975150982373,0.00801965095892113,57.14285714285714
arima_h1_senza_PM,High (>30),1,15.490499027519704,3.93579712733262,0.1267567543854349,,0.009615165157646599,0.0
har_h1_con_PM,Low (<20),64,3.178333777388587,1.1300692974170559,0.06361787708311781,-1.0347756097183032,0.0033178402338565477,46.875
har_h1_con_PM,Medium (20-30),28,8.245917187553646,2.373775892825534,0.1014833584475553,-0.20167919239794596,0.009291713108676516,39.285714285714285
har_h1_con_PM,High (>30),1,13.446196984433548,3.6669056416048598,0.11809680294230049,,0.00823831636154404,0.0
har_h1_senza_PM,Low (<20),64,2.6051047534199205,0.9390173336855345,0.052677726572628966,-0.6677932477486255,0.002721594608311853,60.9375
har_h1_senza_PM,Medium (20-30),28,7.751658710138037,2.215601042922792,0.09346854055683121,-0.12965080374603022,0.00876386250865632,50.0
har_h1_senza_PM,High (>30),1,22.111840074230138,4.702322838154579,0.15144357337364558,,0.01425331783153716,0.0
lstm_bayesoptimization_h1_con_PM,Low (<20),71,2.4999610798902077,1.0932711717596937,0.06206909091094395,-0.2624930948184534,0.0031638122369079843,56.33802816901409
lstm_bayesoptimization_h1_con_PM,Medium (20-30),28,8.06168465208702,2.3265687599045806,0.10018970294388198,-0.17483094745472405,0.009538458303695882,46.42857142857143
lstm_bayesoptimization_h1_con_PM,High (>30),1,26.35585582736494,5.133795460218973,0.16533963239539756,,0.01736172659536428,0.0
lstm_bayesoptimization_h1_senza_PM,Low (<20),71,2.0962736459300904,0.9931400413835487,0.0563096585841337,-0.058628881915582465,0.002591717648719734,61.97183098591549
lstm_bayesoptimization_h1_senza_PM,Medium (20-30),28,10.877718541438153,2.8239772681751814,0.11927354106022521,-0.5852121401046411,0.012308184784574596,50.0
lstm_bayesoptimization_h1_senza_PM,High (>30),1,18.334538687050802,4.2818849455643715,0.13790290017296541,,0.01157477385676331,0.0
