Date,cut_50,cut_25,hold,hike_25,expected_rate_change_fomc,rate_uncertainty_fomc,probability_cut_fomc,probability_hike_fomc,entropy_fomc,us_recession,entropy_us_recession,change_1d,change_5d,cpi_<=2.7,cpi_2.8,cpi_2.9,cpi_>=3.0,expected_cpi,uncertainty_cpi,entropy_cpi
2025-02-01,0.0105,0.135,0.845,0.008,-3.6999999999999997,10.09526943672134,0.14550000000000002,0.008,0.7200738058557878,0.245,0.8032566997760641,0.0,0.0,0.02,0.022,0.16,0.785,2.9346,0.07105235337411417,0.9311836939052274
2025-02-02,0.01,0.125,0.865,0.009,-3.4,9.863774125556606,0.135,0.009,0.6835834826960953,0.23,0.7780113035465377,-0.014999999999999986,-0.014999999999999986,0.0105,0.0165,0.175,0.78,2.9220499999999996,0.07475309930029686,0.8863687423342242
2025-02-03,0.012,0.115,0.865,0.012,-3.1750000000000003,9.966679361753341,0.127,0.012,0.6929557469414893,0.23,0.7780113035465377,0.0,-0.014999999999999986,0.0075,0.012,0.22,0.705,2.80685,0.16821561550953004,0.9656198800754584
2025-02-04,0.012,0.135,0.845,0.0105,-3.7125,10.353226569076183,0.14700000000000002,0.0105,0.7409173929857823,0.23,0.7780113035465377,0.0,-0.014999999999999986,0.012,0.0295,0.24,0.73,3.001,0.06876053737428175,1.0521001037746414
2025-02-05,0.0095,0.135,0.845,0.0085,-3.6375,10.00897751708435,0.14450000000000002,0.0085,0.7176115011242918,0.225,0.7691928290130138,-0.0050000000000000044,-0.01999999999999999,0.008,0.0095,0.245,0.75,3.0087,0.06424761571451516,0.9279648927495868
2025-02-06,0.0085,0.135,0.845,0.008,-3.5999999999999996,9.880265178627544,0.14350000000000002,0.008,0.7095181360750128,0.225,0.7691928290130138,0.0,-0.01999999999999999,0.011,0.005,0.185,0.77,2.8902,0.09868908166560261,0.8504973125335786
2025-02-07,0.0095,0.125,0.865,0.0085,-3.3875,9.78795918463088,0.1345,0.0085,0.6782675588449457,0.225,0.7691928290130138,0.0,-0.0050000000000000044,0.0145,0.0105,0.195,0.79,3.0040500000000003,0.062464081879108915,0.8861426729380795
2025-02-08,0.0065,0.065,0.925,0.006,-1.8,7.57582338759293,0.07150000000000001,0.006,0.4518708656062497,0.215,0.7509319796338465,-0.010000000000000009,-0.015000000000000013,0.007,0.0155,0.175,0.8,2.9698,0.050385314328681124,0.8408814002945948
2025-02-09,0.006,0.065,0.915,0.0055,-1.7875,7.472629050198798,0.07100000000000001,0.0055,0.45915500263694226,0.215,0.7509319796338465,0.0,-0.015000000000000013,0.0135,0.016,0.195,0.725,2.8217499999999998,0.1563238556451,0.9755598267721055
2025-02-10,0.0065,0.065,0.925,0.0065,-1.7874999999999999,7.599469008999905,0.07150000000000001,0.0065,0.4548106745849906,0.21,0.7414827399312737,-0.0050000000000000044,-0.015000000000000013,0.015,0.016,0.2,0.755,2.9303,0.070133420991707,0.9568374179573519
