Date,Actual,Forecast
2022-10-18,30.5,27.053093047857743
2022-10-19,30.76000022888184,27.745306330134056
2022-10-20,29.979999542236328,27.328335806427123
2022-10-21,29.690000534057617,27.6406624747599
2022-10-24,29.850000381469727,26.97908905954394
2022-10-25,28.459999084472656,27.487332927007735
2022-10-26,27.280000686645508,27.64584794277725
2022-10-27,27.38999938964844,27.629988558961273
2022-10-28,25.75,26.97558989869952
2022-10-31,25.8799991607666,27.334022694799835
2022-11-01,25.809999465942383,27.310282318243676
2022-11-02,25.86000061035156,26.36020296041903
2022-11-03,25.299999237060547,25.708428099842273
2022-11-04,24.549999237060547,25.63362404615167
2022-11-07,24.350000381469727,25.359280445219866
2022-11-08,25.540000915527344,26.228231571734106
2022-11-09,26.09000015258789,25.86245286748478
2022-11-10,23.530000686645508,26.232962875442162
2022-11-14,23.729999542236328,26.816942629927407
2022-11-15,24.540000915527344,26.394785884624167
2022-11-16,24.11000061035156,25.097643866657283
2022-11-17,23.93000030517578,26.936808145783893
2022-11-18,23.1200008392334,26.64023641111421
2022-11-21,22.36000061035156,23.3810602685103
2022-11-22,21.290000915527344,22.63787529065951
2022-11-23,20.350000381469727,23.46909825317806
2022-11-25,20.5,23.271416097475868
2022-11-28,22.209999084472656,24.182689456330987
2022-11-29,21.88999938964844,24.321586238970877
2022-11-30,20.57999992370605,23.823183122187633
2022-12-01,19.84000015258789,22.916042111293404
2022-12-02,19.059999465942383,23.415949111654413
2022-12-05,20.75,23.410363470701046
2022-12-06,22.170000076293945,23.06597139338468
2022-12-07,22.68000030517578,22.099343981381736
2022-12-08,22.290000915527344,20.942259264198732
2022-12-09,22.82999992370605,20.34434676768023
2022-12-12,25.0,20.571049714293697
2022-12-13,22.549999237060547,20.749073713338397
2022-12-14,21.13999938964844,21.325150466924615
2022-12-15,22.82999992370605,21.86773932356747
2022-12-16,22.6200008392334,24.93190942018997
2022-12-19,22.420000076293945,24.641061205582293
2022-12-20,21.479999542236328,24.126777614842347
2022-12-21,20.06999969482422,25.496763771528286
2022-12-22,21.96999931335449,25.479493569708488
2022-12-23,20.8700008392334,25.672962088499204
2022-12-27,21.649999618530277,25.758093923876956
2022-12-28,22.13999938964844,25.478782639788854
2022-12-29,21.440000534057617,25.10815923872646
2022-12-30,21.670000076293945,24.619116595061236
2023-01-03,22.899999618530277,23.53680919879625
2023-01-04,22.01000022888184,22.697673673827442
2023-01-05,22.459999084472656,23.645496309025162
2023-01-06,21.1299991607666,24.244520658168195
2023-01-09,21.96999931335449,23.61282466867087
2023-01-10,20.57999992370605,23.85342658792943
2023-01-11,21.09000015258789,23.644383324799673
2023-01-12,18.82999992370605,23.403442741143085
2023-01-13,18.350000381469727,23.964460157471013
2023-01-17,19.36000061035156,22.483972448349736
2023-01-18,20.34000015258789,22.826103774797886
2023-01-19,20.520000457763672,22.109761153208193
2023-01-20,19.850000381469727,20.353127818927906
2023-01-23,19.809999465942383,19.07530703140482
2023-01-24,19.200000762939453,18.80321013738144
2023-01-25,19.07999992370605,20.458330574677706
2023-01-26,18.729999542236328,20.466926498514443
2023-01-27,18.51000022888184,18.450180265364228
2023-01-30,19.940000534057617,18.3520456583573
2023-01-31,19.399999618530277,19.02716601660688
2023-02-01,17.8700008392334,19.24406551988673
2023-02-02,18.729999542236328,18.037758921235085
2023-02-03,18.32999992370605,18.08277961260628
2023-02-06,19.43000030517578,18.888098604533656
2023-02-07,18.65999984741211,17.855853866423615
2023-02-08,19.6299991607666,18.224164391599924
2023-02-09,20.709999084472656,17.530392711100877
2023-02-10,20.530000686645508,18.984662340119304
2023-02-13,20.34000015258789,19.259623648685963
2023-02-14,18.90999984741211,18.35647594154956
2023-02-15,18.229999542236328,19.56585704071392
2023-02-16,20.170000076293945,19.24201605376953
2023-02-17,20.020000457763672,19.01591937807403
2023-02-21,22.8700008392334,18.97857189262199
2023-02-22,22.290000915527344,19.444030488438454
2023-02-23,21.13999938964844,18.87364760771753
2023-02-24,21.670000076293945,19.635543495716433
2023-02-27,20.950000762939453,18.90205825993503
2023-02-28,20.700000762939453,20.523947420367602
2023-03-01,20.57999992370605,20.679141987438584
2023-03-02,19.59000015258789,20.822993391202445
2023-03-03,18.489999771118164,20.840005800992948
2023-03-06,18.61000061035156,21.22987233721269
2023-03-07,19.59000015258789,20.480592242585097
2023-03-08,19.11000061035156,18.753089167275053
2023-03-09,22.61000061035156,18.828667304865288
2023-03-10,24.799999237060547,18.53291455941602
2023-03-13,26.520000457763672,18.171767500646055
2023-03-14,23.729999542236328,19.170612452654918
2023-03-15,26.13999938964844,19.1573687506142
2023-03-16,22.989999771118164,20.473245988992215
2023-03-17,25.51000022888184,20.89197616234122
2023-03-20,24.149999618530277,23.42607496529951
2023-03-21,21.3799991607666,24.219820839723244
2023-03-22,22.26000022888184,24.48873811335078
2023-03-23,22.61000061035156,24.3732948535596
2023-03-24,21.739999771118164,24.227634898940245
2023-03-27,20.600000381469727,23.935042332142817
2023-03-28,19.96999931335449,23.547387678744926
2023-03-29,19.1200008392334,24.2131314065198
2023-03-30,19.020000457763672,23.276448005887435
2023-03-31,18.700000762939453,23.071840830149608
2023-04-03,18.549999237060547,23.039515781671046
2023-04-04,19.0,21.83024276280447
2023-04-05,19.07999992370605,20.705135900037835
2023-04-06,18.399999618530277,20.422467751519086
2023-04-10,18.96999931335449,19.75970340957244
2023-04-11,19.100000381469727,19.427858901522562
2023-04-12,19.09000015258789,19.548943719703416
2023-04-13,17.799999237060547,19.58496238860601
2023-04-14,17.06999969482422,18.92665496098818
2023-04-17,16.950000762939453,18.810120027798778
2023-04-18,16.829999923706055,18.482653617967255
2023-04-19,16.459999084472656,18.702657149533565
2023-04-20,17.170000076293945,18.033651773476006
2023-04-21,16.770000457763672,17.190575484730086
2023-04-24,16.889999389648438,16.87919456609444
2023-04-25,18.76000022888184,16.85460107327465
2023-04-26,18.84000015258789,17.67259745550922
2023-04-27,17.030000686645508,17.71438398154071
2023-04-28,15.779999732971191,18.13123222423335
2023-05-01,16.079999923706055,17.668641092729146
2023-05-02,17.780000686645508,18.948470402617545
2023-05-03,18.34000015258789,18.30882737230591
2023-05-04,20.09000015258789,18.071472182147
2023-05-05,17.190000534057617,17.30019199183696
2023-05-08,16.979999542236328,16.88268365381211
2023-05-09,17.709999084472656,17.484925176554313
2023-05-10,16.940000534057617,17.603871616058516
2023-05-11,16.93000030517578,18.4714093023716
2023-05-12,17.030000686645508,18.513842319573843
2023-05-15,17.1200008392334,18.15844289000134
2023-05-16,17.989999771118164,17.518087307961544
2023-05-17,16.8700008392334,16.50337907626075
2023-05-18,16.049999237060547,17.2484848654788
2023-05-19,16.809999465942383,17.40336540119576
2023-05-22,17.209999084472656,17.01078860803619
2023-05-23,18.530000686645508,17.13822553149462
2023-05-24,20.030000686645508,16.982320763390995
2023-05-25,19.13999938964844,17.310197695590986
2023-05-26,17.950000762939453,17.374028517187746
2023-05-30,17.459999084472656,17.34732575006399
2023-05-31,17.940000534057617,18.18251764942223
2023-06-01,15.649999618530272,18.307070900495642
2023-06-02,14.600000381469728,18.89644605623622
2023-06-05,14.729999542236328,19.400196758866286
2023-06-06,13.960000038146973,17.96046900443484
2023-06-07,13.9399995803833,17.730596888913816
2023-06-08,13.649999618530272,17.288743593853972
2023-06-09,13.829999923706056,16.71030250180184
2023-06-12,15.010000228881836,16.130530061283565
2023-06-13,14.609999656677246,15.414039079100464
2023-06-14,13.880000114440918,16.020022584703984
2023-06-15,14.5,14.670637911948596
2023-06-16,13.539999961853027,16.74375844645688
2023-06-20,13.880000114440918,15.543738520972804
2023-06-21,13.199999809265137,19.26068238594355
2023-06-22,12.90999984741211,17.97446873900823
2023-06-23,13.4399995803833,17.477699832311888
2023-06-26,14.25,18.039492377434172
2023-06-27,13.739999771118164,16.099148176679478
2023-06-28,13.43000030517578,15.665277519064299
2023-06-29,13.539999961853027,14.352244730513045
2023-06-30,13.59000015258789,15.142804185129975
2023-07-03,13.56999969482422,14.775488010210214
2023-07-05,14.18000030517578,15.095194455008679
2023-07-06,15.4399995803833,14.315514381713152
2023-07-07,14.829999923706056,14.429969840110747
2023-07-10,15.06999969482422,14.281997091863506
2023-07-11,14.84000015258789,14.687316826718963
2023-07-12,13.539999961853027,14.370928564817739
2023-07-13,13.609999656677246,15.834933868128852
2023-07-14,13.34000015258789,14.409343398926739
2023-07-17,13.479999542236328,14.212208248417506
2023-07-18,13.300000190734863,14.087711785106533
2023-07-19,13.760000228881836,14.054355372849583
2023-07-20,13.989999771118164,13.577683888420129
2023-07-21,13.600000381469728,13.337997050949369
2023-07-24,13.90999984741211,14.120525557691774
2023-07-25,13.859999656677246,13.985477366786913
2023-07-26,13.1899995803833,14.114530389134522
2023-07-27,14.40999984741211,14.928723494139087
2023-07-28,13.329999923706056,14.527036241148782
2023-07-31,13.630000114440918,14.08193232458428
2023-08-01,13.93000030517578,14.307786482332421
2023-08-02,16.09000015258789,14.168220039678813
2023-08-03,15.920000076293944,13.483857097501382
2023-08-04,17.100000381469727,13.752844736803056
2023-08-07,15.770000457763672,13.390738194022584
2023-08-08,15.989999771118164,13.411319750000423
2023-08-09,15.960000038146973,14.733222660851622
2023-08-10,15.850000381469728,14.51393306010499
2023-08-11,14.84000015258789,14.660329701999991
2023-08-14,14.81999969482422,15.60993850695444
2023-08-15,16.459999084472656,14.959768421404467
2023-08-16,16.780000686645508,14.624894335463813
2023-08-17,17.889999389648438,14.643267699864312
2023-08-18,17.299999237060547,14.174160683803906
2023-08-21,17.1299991607666,14.090842229319819
2023-08-22,16.969999313354492,16.54290724890224
2023-08-23,15.979999542236328,15.71970850363205
2023-08-24,17.200000762939453,17.37451629884656
2023-08-25,15.68000030517578,17.670749068062744
2023-08-28,15.079999923706056,17.47805130554156
2023-08-29,14.449999809265137,18.22125218112886
2023-08-30,13.880000114440918,17.16207870590341
2023-08-31,13.56999969482422,17.50786137164734
2023-09-01,13.09000015258789,19.345060456845292
2023-09-05,14.010000228881836,16.946310335448047
2023-09-06,14.449999809265137,15.291650646883204
2023-09-07,14.399999618530272,14.700165499392707
2023-09-08,13.84000015258789,14.818646004907944
2023-09-11,13.800000190734863,14.195936191173743
