Date,Actual,Forecast
2026-02-02,16.34000015,16.157093048095703
2026-02-03,18.0,17.951143264770508
2026-02-04,18.63999939,16.703548431396484
2026-02-05,21.77000046,17.555761337280273
2026-02-06,20.37000084,16.41594886779785
2026-02-09,17.36000061,16.636220932006836
2026-02-10,17.79000092,16.98160171508789
2026-02-11,17.64999962,17.280597686767578
2026-02-12,20.81999969,16.097082138061523
2026-02-13,20.60000038,16.348186492919922
2026-02-17,20.29000092,17.78723907470703
2026-02-18,19.62000084,16.775651931762695
2026-02-19,20.22999954,15.690396308898926
2026-02-20,19.09000015,15.637871742248535
2026-02-23,21.01000023,16.79804801940918
2026-02-24,19.54999924,16.518184661865234
2026-02-25,17.93000031,16.876575469970703
2026-02-26,18.62999916,16.52490234375
2026-02-27,19.86000061,16.20646858215332
2026-03-02,21.44000053,15.999610900878906
2026-03-03,23.56999969,16.233335494995117
2026-03-04,21.14999962,16.15945816040039
2026-03-05,23.75,14.96441650390625
2026-03-06,29.48999977,14.299505233764648
2026-03-09,25.5,16.209033966064453
2026-03-10,24.93000031,16.22675132751465
2026-03-11,24.22999954,16.58135414123535
2026-03-12,27.29000092,15.941352844238281
2026-03-16,23.51000023,15.476311683654785
2026-03-17,22.37000084,15.771967887878418
2026-03-18,25.09000015,15.911181449890137
2026-03-19,24.05999947,15.960867881774902
2026-03-20,26.78000069,16.246360778808594
2026-03-23,26.14999962,16.092693328857422
2026-03-24,26.95000076,15.881717681884766
2026-03-25,25.32999992,17.302234649658203
2026-03-26,27.44000053,16.937379837036133
2026-03-27,31.04999924,16.778316497802734
2026-04-09,19.48999977,16.06740379333496
2026-04-22,18.92000008,16.46614646911621
2026-04-23,19.30999947,17.443876266479492
2026-04-24,18.70999908,16.63129234313965
2026-04-27,18.02000046,16.806659698486328
2026-04-28,17.82999992,16.73056411743164
2026-04-29,18.80999947,18.69751739501953
2026-04-30,16.88999939,17.532001495361328
2026-05-01,16.98999977,18.062387466430664
2026-05-04,18.29000092,17.13532066345215
2026-05-05,17.37999916,19.184738159179688
2026-05-06,17.38999939,19.756961822509766
2026-05-07,17.07999992,20.035717010498047
2026-05-08,17.19000053,20.86024284362793
2026-05-11,18.37999916,19.314790725708008
2026-05-12,17.98999977,21.080617904663086
2026-05-13,17.87000084,20.33745002746582
2026-05-14,17.26000023,20.456449508666992
2026-05-15,18.43000031,17.255325317382812
2026-05-18,17.81999969,21.353572845458984
2026-05-19,18.05999947,20.822824478149414
2026-05-20,17.44000053,17.491744995117188
2026-05-21,16.76000023,19.903512954711914
2026-05-22,16.70000076,21.668930053710938
2026-05-26,17.01000023,22.45004653930664
2026-05-27,16.29000092,22.680944442749023
2026-05-28,15.73999977,23.874488830566406
2026-05-29,15.31999969,23.67962646484375
2026-06-01,16.04999924,24.45890235900879
2026-06-02,15.77000046,23.502382278442383
2026-06-03,16.05999947,23.835346221923828
2026-06-04,15.39999962,23.35186767578125
2026-06-05,21.51000023,23.86045265197754
2026-06-08,18.92000008,23.3585262298584
2026-06-09,19.87000084,22.510595321655273
2026-06-10,22.21999931,23.49322509765625
2026-06-11,19.44000053,23.183794021606445
2026-06-12,17.68000031,23.742572784423828
2026-06-15,16.20000076,22.350004196166992
2026-06-16,16.40999985,21.136137008666992
2026-06-17,18.44000053,22.613069534301758
