Date,Actual,Forecast
2026-01-12,15.11999989,16.689196894103752
2026-01-13,15.97999954,17.34536586879683
2026-01-14,16.75,17.199101436256147
2026-01-15,15.84000015,17.899248918535978
2026-01-16,15.85999966,17.74185329659393
2026-01-20,20.09000015,17.35062786672531
2026-01-21,16.89999962,17.271114615853556
2026-01-22,15.64000034,16.082486705614347
2026-01-23,16.09000015,15.831468319712613
2026-01-26,16.14999962,16.422139802577007
2026-01-27,16.35000038,16.783993112064447
2026-01-28,16.35000038,18.758370809430993
2026-01-29,16.87999916,18.03560264311666
2026-01-30,17.44000053,15.215743690970546
2026-02-02,16.34000015,16.492619087977364
2026-02-03,18.0,16.513561767726202
2026-02-04,18.63999939,15.152580268245076
2026-02-05,21.77000046,17.22684199752905
2026-02-06,20.37000084,16.798466694787688
2026-02-09,17.36000061,15.698797913135488
2026-02-10,17.79000092,16.59519464994844
2026-02-11,17.64999962,15.314245974008717
2026-02-12,20.81999969,17.075379324856666
2026-02-13,20.60000038,16.081321403295117
2026-02-17,20.29000092,15.673755791436983
2026-02-18,19.62000084,15.269524295061961
2026-02-19,20.22999954,15.741010582065403
2026-02-20,19.09000015,17.68207841153184
2026-02-23,21.01000023,16.285302023368715
2026-02-24,19.54999924,16.852810075462184
2026-02-25,17.93000031,17.518991906451465
2026-02-26,18.62999916,17.83240078037579
2026-02-27,19.86000061,16.675520934033926
2026-03-02,21.44000053,17.50446877314826
2026-03-03,23.56999969,17.126230214516326
2026-03-04,21.14999962,17.229038138235666
2026-03-05,23.75,16.52283310240753
2026-03-06,29.48999977,16.331682064929797
2026-03-09,25.5,16.41244077632495
2026-03-10,24.93000031,15.844213047182897
2026-03-11,24.22999954,17.147066068416315
2026-03-12,27.29000092,17.10810328092445
2026-03-16,23.51000023,17.171235766076688
2026-03-17,22.37000084,15.394829463063132
2026-03-18,25.09000015,16.735225171187256
2026-03-19,24.05999947,16.12486768736425
2026-03-20,26.78000069,17.37095286249165
2026-03-23,26.14999962,16.327051210963134
2026-03-24,26.95000076,17.445469171249755
2026-03-25,25.32999992,17.648512037378385
2026-03-26,27.44000053,21.70133972049244
2026-03-27,31.04999924,15.622672540029061
2026-04-09,19.48999977,15.698484578014874
2026-04-22,18.92000008,16.895760432775663
2026-04-23,19.30999947,15.992809510906342
2026-04-24,18.70999908,17.058411948589242
2026-04-27,18.02000046,22.346799821126655
2026-04-28,17.82999992,15.92524340366899
2026-04-29,18.80999947,16.575588768376466
2026-04-30,16.88999939,16.170777027528832
2026-05-01,16.98999977,22.162808755114145
2026-05-04,18.29000092,16.699422286093608
2026-05-05,17.37999916,16.74181506837333
2026-05-06,17.38999939,16.49405199836417
2026-05-07,17.07999992,18.82035526606587
2026-05-08,17.19000053,15.814179146102536
2026-05-11,18.37999916,15.770155561656413
2026-05-12,17.98999977,18.0811441483453
2026-05-13,17.87000084,16.000828591996125
2026-05-14,17.26000023,18.661227605833222
2026-05-15,18.43000031,22.054452563870097
2026-05-18,17.81999969,24.92617608671399
2026-05-19,18.05999947,19.44318288213577
2026-05-20,17.44000053,22.1927712319351
2026-05-21,16.76000023,15.045491236524972
2026-05-22,16.70000076,16.574003615628033
2026-05-26,17.01000023,18.646945083003892
2026-05-27,16.29000092,18.261292899742006
2026-05-28,15.73999977,16.489868632909705
2026-05-29,15.31999969,17.48216573298046
2026-06-01,16.04999924,17.959593722607096
2026-06-02,15.77000046,16.530283351379193
2026-06-03,16.05999947,18.67214162084583
2026-06-04,15.39999962,18.08309604913877
2026-06-05,21.51000023,18.422490543701343
2026-06-08,18.92000008,17.580504652434005
2026-06-09,19.87000084,18.07978165296206
2026-06-10,22.21999931,17.629426621279304
2026-06-11,19.44000053,19.115430774761624
2026-06-12,17.68000031,18.051640960566353
2026-06-15,16.20000076,19.688979067783997
2026-06-16,16.40999985,18.534246141517812
2026-06-17,18.44000053,21.185624892472408
