Date,Close,VIX_log
17/01/2020,12.10000038,2.493205484
21/01/2020,12.85000038,2.553343841
22/01/2020,12.90999985,2.558002193
23/01/2020,12.97999954,2.563409676
24/01/2020,14.56000042,2.678278072
27/01/2020,18.22999954,2.903068564
28/01/2020,16.28000069,2.789937403
29/01/2020,16.38999939,2.796671356
30/01/2020,15.48999977,2.74019464
31/01/2020,18.84000015,2.935982277
03/02/2020,17.96999931,2.888703663
04/02/2020,16.04999924,2.775708802
05/02/2020,15.14999962,2.718000507
06/02/2020,14.96000004,2.705379975
07/02/2020,15.47000027,2.738902682
10/02/2020,15.03999996,2.710713316
11/02/2020,15.18000031,2.719978792
12/02/2020,13.73999977,2.62031127
13/02/2020,14.14999962,2.649714597
14/02/2020,13.68000031,2.615934935
18/02/2020,14.82999992,2.696652151
19/02/2020,14.38000011,2.66583836
20/02/2020,15.56000042,2.744703546
21/02/2020,17.07999992,2.837908184
24/02/2020,25.03000069,3.220075133
25/02/2020,27.85000038,3.32683298
26/02/2020,27.55999947,3.316365427
27/02/2020,39.15999985,3.667655814
28/02/2020,40.11000061,3.691625695
02/03/2020,33.41999817,3.509154468
03/03/2020,36.81999969,3.606041168
04/03/2020,31.98999977,3.465423347
05/03/2020,39.61999893,3.679334014
06/03/2020,41.93999863,3.736239993
09/03/2020,54.45999908,3.99746647
10/03/2020,47.29999924,3.856510279
11/03/2020,53.90000153,3.987130506
12/03/2020,75.47000122,4.323735242
13/03/2020,57.83000183,4.057507704
16/03/2020,82.69000244,4.415098705
17/03/2020,75.91000366,4.329548476
18/03/2020,76.44999695,4.336636892
19/03/2020,72,4.276666119
20/03/2020,66.04000092,4.190260633
23/03/2020,61.59000015,4.120499522
24/03/2020,61.66999817,4.121797559
25/03/2020,63.95000076,4.15810154
26/03/2020,61,4.110873864
27/03/2020,65.54000092,4.182660657
30/03/2020,57.08000183,4.044453825
31/03/2020,53.54000092,3.980429055
01/04/2020,57.06000137,4.04410337
02/04/2020,50.90999985,3.930059365
03/04/2020,46.79999924,3.845883187
06/04/2020,45.24000168,3.811981688
07/04/2020,46.70000076,3.843744181
08/04/2020,43.34999847,3.769306668
09/04/2020,41.66999817,3.729781401
13/04/2020,41.16999817,3.717709791
14/04/2020,37.75999832,3.631250297
15/04/2020,40.84000015,3.709661997
16/04/2020,40.11000061,3.691625695
17/04/2020,38.15000153,3.641525798
20/04/2020,43.83000183,3.780318556
21/04/2020,45.40999985,3.815732342
22/04/2020,41.97999954,3.737193303
23/04/2020,41.38000107,3.722797698
24/04/2020,35.93000031,3.58157261
27/04/2020,33.29000092,3.505257079
28/04/2020,33.56999969,3.513632802
29/04/2020,31.22999954,3.441379157
30/04/2020,34.15000153,3.530762631
01/05/2020,37.18999863,3.616039871
04/05/2020,35.97000122,3.582685292
05/05/2020,33.61000061,3.51482366
06/05/2020,34.11999893,3.529883691
07/05/2020,31.44000053,3.448080985
08/05/2020,27.97999954,3.331489953
11/05/2020,27.56999969,3.316728214
12/05/2020,33.04000092,3.497718976
13/05/2020,35.27999878,3.563316197
14/05/2020,32.61000061,3.484619009
15/05/2020,31.88999939,3.462292462
18/05/2020,29.29999924,3.37758749
19/05/2020,30.53000069,3.418709829
20/05/2020,27.98999977,3.331847295
21/05/2020,29.53000069,3.385406719
22/05/2020,28.15999985,3.337902526
26/05/2020,28.01000023,3.332561597
27/05/2020,27.62000084,3.318540178
28/05/2020,28.59000015,3.353057012
29/05/2020,27.51000023,3.314549583
01/06/2020,28.22999954,3.340385226
02/06/2020,26.84000015,3.289893318
03/06/2020,25.65999985,3.244933353
04/06/2020,25.80999947,3.250761993
05/06/2020,24.52000046,3.19948913
08/06/2020,25.80999947,3.250761993
09/06/2020,27.56999969,3.316728214
10/06/2020,27.56999969,3.316728214
11/06/2020,40.79000092,3.708436976
12/06/2020,36.09000015,3.586015823
15/06/2020,34.40000153,3.538056609
16/06/2020,33.66999817,3.516607179
17/06/2020,33.47000122,3.510649552
18/06/2020,32.93999863,3.494687683
19/06/2020,35.11999893,3.558770738
22/06/2020,31.77000046,3.458522463
23/06/2020,31.37000084,3.445852049
24/06/2020,33.84000015,3.521643539
25/06/2020,32.22000122,3.472587416
26/06/2020,34.72999954,3.547603854
29/06/2020,31.78000069,3.458837183
30/06/2020,30.43000031,3.415428974
01/07/2020,28.62000084,3.354105803
02/07/2020,27.68000031,3.320710142
06/07/2020,27.94000053,3.330059373
07/07/2020,29.43000031,3.382014573
08/07/2020,28.07999992,3.335057576
09/07/2020,29.26000023,3.376221403
10/07/2020,27.29000092,3.306520368
13/07/2020,32.18999863,3.471655803
14/07/2020,29.52000046,3.385068015
15/07/2020,27.76000023,3.323596144
16/07/2020,28,3.33220451
17/07/2020,25.68000031,3.245712491
20/07/2020,24.45999908,3.197039093
21/07/2020,24.84000015,3.212455263
22/07/2020,24.31999969,3.191299045
23/07/2020,26.07999992,3.261168734
24/07/2020,25.84000015,3.251923685
27/07/2020,24.73999977,3.208421358
28/07/2020,25.44000053,3.236322759
29/07/2020,24.10000038,3.182211856
30/07/2020,24.76000023,3.209229457
31/07/2020,24.45999908,3.197039093
03/08/2020,24.28000069,3.189652994
04/08/2020,23.76000023,3.168003504
05/08/2020,22.98999977,3.135059329
06/08/2020,22.64999962,3.120159835
07/08/2020,22.20999908,3.100542597
10/08/2020,22.12999916,3.096934116
11/08/2020,24.03000069,3.179303078
12/08/2020,22.28000069,3.103689446
13/08/2020,22.12999916,3.096934116
14/08/2020,22.04999924,3.093312567
17/08/2020,21.35000038,3.061051758
18/08/2020,21.51000023,3.068517954
19/08/2020,22.54000092,3.115291549
20/08/2020,22.71999931,3.123245564
21/08/2020,22.54000092,3.115291549
24/08/2020,22.37000084,3.107720813
25/08/2020,22.03000069,3.092405192
26/08/2020,23.27000046,3.147164997
27/08/2020,24.46999931,3.197447849
28/08/2020,22.95999908,3.133753532
31/08/2020,26.40999985,3.273742721
01/09/2020,26.12000084,3.262701337
02/09/2020,26.56999969,3.279782748
03/09/2020,33.59999847,3.514526022
04/09/2020,30.75,3.425889994
08/09/2020,31.45999908,3.448716869
09/09/2020,28.80999947,3.360722531
10/09/2020,29.70999908,3.391483659
11/09/2020,26.87000084,3.291010454
14/09/2020,25.85000038,3.252310616
15/09/2020,25.59000015,3.242201656
16/09/2020,26.04000092,3.259633852
17/09/2020,26.45999908,3.275634124
18/09/2020,25.82999992,3.251536604
21/09/2020,27.78000069,3.324316362
22/09/2020,26.86000061,3.290638214
23/09/2020,28.57999992,3.35270717
24/09/2020,28.51000023,3.350254911
25/09/2020,26.37999916,3.272606115
28/09/2020,26.19000053,3.265377679
29/09/2020,26.27000046,3.268427621
30/09/2020,26.37000084,3.272227032
01/10/2020,26.70000076,3.284663594
02/10/2020,27.62999916,3.318902109
05/10/2020,27.95999908,3.330774885
06/10/2020,29.47999954,3.383712052
07/10/2020,28.05999947,3.334345056
08/10/2020,26.36000061,3.271847733
09/10/2020,25,3.218875825
12/10/2020,25.06999969,3.2216719
13/10/2020,26.06999969,3.260785216
14/10/2020,26.39999962,3.273363996
15/10/2020,26.96999931,3.294725112
16/10/2020,27.40999985,3.310907905
19/10/2020,29.18000031,3.373483554
20/10/2020,29.35000038,3.379292559
21/10/2020,28.64999962,3.35515343
22/10/2020,28.11000061,3.336125407
23/10/2020,27.54999924,3.316002508
26/10/2020,32.45999908,3.480008534
27/10/2020,33.34999847,3.507057727
28/10/2020,40.27999878,3.695855038
29/10/2020,37.59000015,3.626738062
30/10/2020,38.02000046,3.638112349
02/11/2020,37.13000107,3.614425297
03/11/2020,35.54999924,3.570940135
04/11/2020,29.56999969,3.386760324
05/11/2020,27.57999992,3.31709087
06/11/2020,24.86000061,3.213260111
09/11/2020,25.75,3.248434627
10/11/2020,24.79999924,3.210843622
11/11/2020,23.45000076,3.154870527
12/11/2020,25.35000038,3.232778745
13/11/2020,23.10000038,3.139832634
16/11/2020,22.45000076,3.111290648
17/11/2020,22.70999908,3.122805316
18/11/2020,23.84000015,3.171364849
19/11/2020,23.11000061,3.140265451
20/11/2020,23.70000076,3.16547508
23/11/2020,22.65999985,3.120601249
24/11/2020,21.63999939,3.074543426
25/11/2020,21.25,3.056356895
27/11/2020,20.84000015,3.036874224
30/11/2020,20.56999969,3.023833689
01/12/2020,20.77000046,3.03350966
02/12/2020,21.17000008,3.052585089
03/12/2020,21.28000069,3.057767697
04/12/2020,20.79000092,3.034472146
07/12/2020,21.29999924,3.058707037
08/12/2020,20.68000031,3.029167064
09/12/2020,22.27000046,3.103240502
10/12/2020,22.52000046,3.114403824
11/12/2020,23.30999947,3.14888243
14/12/2020,24.71999931,3.207612605
15/12/2020,22.88999939,3.130700107
16/12/2020,22.5,3.113515309
17/12/2020,21.93000031,3.087855576
18/12/2020,21.56999969,3.071303446
21/12/2020,25.15999985,3.225255426
22/12/2020,24.22999954,3.187591516
23/12/2020,23.30999947,3.14888243
24/12/2020,21.53000069,3.069447343
28/12/2020,21.70000076,3.077312296
29/12/2020,23.07999992,3.138966438
30/12/2020,22.77000046,3.1254439
31/12/2020,22.75,3.124565145
04/01/2021,26.96999931,3.294725112
05/01/2021,25.34000015,3.232384181
06/01/2021,25.06999969,3.2216719
07/01/2021,22.37000084,3.107720813
08/01/2021,21.55999947,3.070839721
11/01/2021,24.07999992,3.181381617
12/01/2021,23.32999992,3.149740083
13/01/2021,22.20999908,3.100542597
14/01/2021,23.25,3.146305132
15/01/2021,24.34000015,3.192121094
19/01/2021,23.23999977,3.145874922
20/01/2021,21.57999992,3.071766956
21/01/2021,21.31999969,3.059645585
22/01/2021,21.90999985,3.086943147
25/01/2021,23.19000053,3.143721174
26/01/2021,23.02000046,3.136363423
27/01/2021,37.20999908,3.616577518
28/01/2021,30.20999908,3.408172965
29/01/2021,33.09000015,3.499231127
01/02/2021,30.23999977,3.409165544
02/02/2021,25.55999947,3.241028609
03/02/2021,22.90999985,3.13157349
04/02/2021,21.77000046,3.080532896
05/02/2021,20.87000084,3.038312761
08/02/2021,21.23999977,3.055886186
09/02/2021,21.62999916,3.074081201
10/02/2021,21.98999977,3.090587794
11/02/2021,21.25,3.056356895
12/02/2021,19.96999931,2.994231113
16/02/2021,21.45999908,3.066190695
17/02/2021,21.5,3.068052935
18/02/2021,22.48999977,3.113070756
19/02/2021,22.04999924,3.093312567
22/02/2021,23.45000076,3.154870527
23/02/2021,23.11000061,3.140265451
24/02/2021,21.34000015,3.060583253
