timestamp_unix,datetime_utc,increase_2_2_march_2026_no
1771027229,2026-02-14T00:00:29+00:00,0.59
1771113627,2026-02-15T00:00:27+00:00,0.735
1771200038,2026-02-16T00:00:38+00:00,0.935
1771286428,2026-02-17T00:00:28+00:00,0.94
1771372831,2026-02-18T00:00:31+00:00,0.94
1771459231,2026-02-19T00:00:31+00:00,0.94
1771545630,2026-02-20T00:00:30+00:00,0.94
1771632023,2026-02-21T00:00:23+00:00,0.94
1771718423,2026-02-22T00:00:23+00:00,0.94
1771804826,2026-02-23T00:00:26+00:00,0.94
1771891226,2026-02-24T00:00:26+00:00,0.94
1771977628,2026-02-25T00:00:28+00:00,0.8
1772064027,2026-02-26T00:00:27+00:00,0.805
1772150431,2026-02-27T00:00:31+00:00,0.77
1772236832,2026-02-28T00:00:32+00:00,0.93
1772323238,2026-03-01T00:00:38+00:00,0.83
1772409643,2026-03-02T00:00:43+00:00,0.835
1772496033,2026-03-03T00:00:33+00:00,0.855
1772582435,2026-03-04T00:00:35+00:00,0.925
1772668832,2026-03-05T00:00:32+00:00,0.945
1772755232,2026-03-06T00:00:32+00:00,0.9735
1772841636,2026-03-07T00:00:36+00:00,0.993
1772928030,2026-03-08T00:00:30+00:00,0.991
1773014425,2026-03-09T00:00:25+00:00,0.991
1773100831,2026-03-10T00:00:31+00:00,0.992
1773187234,2026-03-11T00:00:34+00:00,0.9925
1773273634,2026-03-12T00:00:34+00:00,0.9935
1773360050,2026-03-13T00:00:50+00:00,0.9935
1773446430,2026-03-14T00:00:30+00:00,0.9945
1773532830,2026-03-15T00:00:30+00:00,0.9945
1773619245,2026-03-16T00:00:45+00:00,0.9975
1773705630,2026-03-17T00:00:30+00:00,0.9975
1773792031,2026-03-18T00:00:31+00:00,0.9965
1773878435,2026-03-19T00:00:35+00:00,0.9965
1773964836,2026-03-20T00:00:36+00:00,0.9965
1774051233,2026-03-21T00:00:33+00:00,0.997
1774137631,2026-03-22T00:00:31+00:00,0.9975
1774224025,2026-03-23T00:00:25+00:00,0.9985
1774310423,2026-03-24T00:00:23+00:00,0.997
1774396826,2026-03-25T00:00:26+00:00,0.998
1774483229,2026-03-26T00:00:29+00:00,0.997
1774569628,2026-03-27T00:00:28+00:00,0.9985
1774656029,2026-03-28T00:00:29+00:00,0.9985
1774742432,2026-03-29T00:00:32+00:00,0.9985
1774828843,2026-03-30T00:00:43+00:00,0.9985
1774915239,2026-03-31T00:00:39+00:00,0.9985
1775001650,2026-04-01T00:00:50+00:00,0.9985
1775088043,2026-04-02T00:00:43+00:00,0.9985
1775174451,2026-04-03T00:00:51+00:00,0.9985
1775260843,2026-04-04T00:00:43+00:00,0.9985
1775433648,2026-04-06T00:00:48+00:00,0.9985
1775520044,2026-04-07T00:00:44+00:00,0.9985
1775606451,2026-04-08T00:00:51+00:00,0.9985
1775692804,2026-04-09T00:00:04+00:00,0.997
1775779245,2026-04-10T00:00:45+00:00,0.998
