Model,Volatility Regime,N,MSE,MAE,MAPE,R2,QLIKE,Directional Accuracy
arima_h22,Low (<20),702,8.863812211474837,2.417563389343618,0.1532431837882914,-0.9544483640039931,0.013950591188879116,52.13675213675214
arima_h22,Medium (20-30),188,28.427724373689554,4.513017242631826,0.19385365661648266,-4.990022731620387,0.03708502482564827,52.659574468085104
arima_h22,High (>30),15,345.65246925417904,17.217745137800552,0.4578291312160816,-6.355635141843888,0.2940544084892805,40.0
har_h22,Low (<20),703,7.6460163245840755,2.191100025419011,0.14109935161472212,-0.6850456756992984,0.012331238731927433,52.204836415362735
har_h22,Medium (20-30),187,25.318264703515652,4.113023722539785,0.17573563666221728,-4.326810965899748,0.03283360217582187,54.01069518716578
har_h22,High (>30),15,327.76332985696735,16.65887127811177,0.44167169678087953,-5.97494646141467,0.26831067076796494,40.0
lstm_bayesoptimization_h22,Low (<20),703,21.242364532073573,3.8110613701516343,0.2495970693078143,-3.681438408823414,0.029273715446838905,48.22190611664296
lstm_bayesoptimization_h22,Medium (20-30),199,19.18885489405033,3.5751197439018596,0.15337628106069626,-2.311775339250452,0.02342539868699539,57.78894472361809
lstm_bayesoptimization_h22,High (>30),19,293.6028089224324,14.729792476093914,0.3935425648990139,-6.058892588466888,0.2528856453513276,42.10526315789473
lstm_gridsearch_h22,Low (<20),703,22.888095570059605,3.8713387560587433,0.25333730591351433,-4.044128187552514,0.030648338378473944,50.497866287339974
lstm_gridsearch_h22,Medium (20-30),199,22.865168197011222,4.0000797982094705,0.17298905339328743,-2.9462646719036085,0.02867187879178698,56.78391959798995
lstm_gridsearch_h22,High (>30),19,292.680262383504,15.212759607386086,0.41104293945452647,-6.036712429666438,0.24774851071274318,42.10526315789473
random_forest_bayesoptimization_h22,Low (<20),703,22.871288369262167,3.978709090130097,0.25877547792407335,-4.0404241801554495,0.030524356666761916,47.368421052631575
random_forest_bayesoptimization_h22,Medium (20-30),196,24.706238708196476,4.085339961592403,0.1757913778340046,-3.798768308755254,0.02880882661044412,58.16326530612245
random_forest_bayesoptimization_h22,High (>30),15,334.75958665138813,16.710140993889997,0.4416859569489431,-6.123829854174586,0.2761450102035248,40.0
random_forest_gridsearch_h22,Low (<20),703,22.381816714664343,3.919964874994459,0.25526582074438975,-3.932553354362737,0.029919226319216362,48.364153627311524
random_forest_gridsearch_h22,Medium (20-30),196,23.23342971720927,3.983768156712834,0.17145472107007906,-3.512700113823808,0.027084064102181317,57.14285714285714
random_forest_gridsearch_h22,High (>30),15,346.5777846794057,17.001691926849798,0.44882059950711095,-6.3753262572401495,0.2890678291806977,40.0
randomwalk_h22,Low (<20),711,14.307889229334117,2.6719690985485136,0.16653804142152945,-2.156065479697937,0.0187806031215293,52.03938115330521
randomwalk_h22,Medium (20-30),201,39.62701848638413,4.838756276600397,0.20707930460107457,-5.725674515059717,0.0396384100935666,53.73134328358209
randomwalk_h22,High (>30),25,174.91407246478354,11.254800186157226,0.3098094408604029,-4.2144631068039455,0.13870344782351154,44.0
tft_bayesoptimization_h22,Low (<20),703,10.199198651050382,2.5796249899721757,0.164150608372618,-1.2477215392926126,0.016325012696913003,50.497866287339974
tft_bayesoptimization_h22,Medium (20-30),189,32.35784950313001,4.80684396955702,0.20691532315662178,-5.803456625847841,0.045995645784587424,51.32275132275132
tft_bayesoptimization_h22,High (>30),15,400.14649790002693,18.592992528279623,0.49465420607159266,-7.515291813740205,0.3702552052341858,40.0
tft_gridsearch_h22,Low (<20),703,11.560834633496361,2.6597529800653796,0.1706828327027173,-1.5478018329639673,0.017317794608489995,49.359886201991465
tft_gridsearch_h22,Medium (20-30),189,29.8412540631022,4.539765817147714,0.19541711416955054,-5.274325420160655,0.04172921229736231,52.38095238095239
tft_gridsearch_h22,High (>30),15,330.245158971048,16.872220039367676,0.4507398188334472,-6.027760866261747,0.2791723533725038,40.0
xgboost_bayesoptimization_h22,Low (<20),703,54.41945889651738,5.150756707888695,0.3274590489644669,-10.993078486195953,0.046832737036561246,47.368421052631575
xgboost_bayesoptimization_h22,Medium (20-30),199,103.95530504849167,6.788851292360855,0.3001646184688255,-16.941488303744414,0.052337070479361404,57.286432160804026
xgboost_bayesoptimization_h22,High (>30),19,216.98139997973712,13.175606042448345,0.3587719999356644,-4.216736181011079,0.15548298901863383,42.10526315789473
xgboost_gridsearch_h22,Low (<20),703,50.21193808748505,4.874312166301613,0.3093762456705293,-10.065815916551829,0.043475242859470214,47.795163584637265
xgboost_gridsearch_h22,Medium (20-30),199,103.09981330979159,6.588197762751134,0.2912574899917944,-16.7938402831198,0.05284932274915197,58.79396984924623
xgboost_gridsearch_h22,High (>30),19,228.3510122598377,13.33326183192203,0.3604376496755098,-4.490088033986529,0.16791965359187727,42.10526315789473
