Model,Volatility Regime,N,MSE,MAE,MAPE,R2,QLIKE,Directional Accuracy
arima_h1,Low (<20),702,0.9136685560612874,0.6986533778241196,0.042882282963194004,0.7985383746821559,0.001566781816358551,52.27920227920227
arima_h1,Medium (20-30),200,4.981119152738542,1.592567371492106,0.06893323424082015,0.1586289779525738,0.005343455415387781,54.0
arima_h1,High (>30),24,45.006297942343245,4.455712812219141,0.12181784561387367,-0.2949135833523322,0.020935864331750043,41.66666666666667
har_h1,Low (<20),703,0.8993228497415944,0.6962466465835113,0.04279653000554026,0.8018052781103528,0.0015498373231092437,54.76529160739687
har_h1,Medium (20-30),199,4.955385716567004,1.5824527523532963,0.0684581601711019,0.14475750099663554,0.005371506184475842,55.778894472361806
har_h1,High (>30),24,45.22458978112616,4.510808001634406,0.12320975695635532,-0.30119423917381494,0.021104655808548523,41.66666666666667
lstm_bayesoptimization_h1,Low (<20),703,1.3486536999173202,0.8653989572071371,0.05372417023272136,0.7027807699344455,0.0022860241193243223,50.497866287339974
lstm_bayesoptimization_h1,Medium (20-30),200,5.740026210047149,1.7397295191853828,0.07499169899553756,0.030440435003206034,0.006053967180036701,53.5
lstm_bayesoptimization_h1,High (>30),24,45.98396161206267,4.5233137103477645,0.12694894650723,-0.3230427569069223,0.02229184883834277,54.166666666666664
lstm_gridsearch_h1,Low (<20),703,1.4876157365239708,0.9137363239241909,0.05665002781651178,0.6721560146461887,0.0025088489095101423,49.075391180654336
lstm_gridsearch_h1,Medium (20-30),200,6.624733241062131,1.8933002722721082,0.08083738654434612,-0.11899723875498491,0.006763710026878149,57.99999999999999
lstm_gridsearch_h1,High (>30),24,64.65890856538866,5.473111646675851,0.15237276583760112,-0.8603551683659976,0.03061949770074852,54.166666666666664
random_forest_bayesoptimization_h1,Low (<20),703,1.3869981023016378,0.8710049511711749,0.05395037180663398,0.694330347298383,0.002345462429208099,50.640113798008535
random_forest_bayesoptimization_h1,Medium (20-30),199,6.018153185215657,1.7908804752690335,0.07751363892187287,-0.03866392323433954,0.00662509372511282,55.778894472361806
random_forest_bayesoptimization_h1,High (>30),18,101.68651146630685,7.400737977182073,0.1941406409042462,-1.3485252785214552,0.05030315891759914,38.88888888888889
random_forest_gridsearch_h1,Low (<20),703,1.4003451593339475,0.8707729013003462,0.053910505370964173,0.6913888938956101,0.0023662585411184066,51.920341394025606
random_forest_gridsearch_h1,Medium (20-30),199,5.980011876311977,1.7918399930359732,0.07755384523469418,-0.032081172625646026,0.006523486855339465,54.2713567839196
random_forest_gridsearch_h1,High (>30),18,105.65542596238686,7.743983465035756,0.20318601725725186,-1.4401902976859944,0.05326709523103636,38.88888888888889
randomwalk_h1,Low (<20),711,0.9543111236790894,0.7060759526935475,0.043140183649359724,0.7894959664518248,0.0016171836903409664,0.5625879043600562
randomwalk_h1,Medium (20-30),201,5.344286240421675,1.6572636751393182,0.07174817901600072,0.09294387664470072,0.005524528843359508,0.0
randomwalk_h1,High (>30),25,43.28792444647376,4.201200256347656,0.11677075260803679,-0.2904809876958312,0.018899760382593545,0.0
tft_bayesoptimization_h1,Low (<20),703,1.016314619451391,0.7628703083456156,0.04725952624191563,0.7760223779342111,0.0018484045812917555,54.480796586059746
tft_bayesoptimization_h1,Medium (20-30),201,5.710348273463615,1.7222585535761137,0.07405310350772648,0.05979307306437798,0.006068164695931854,48.258706467661696
tft_bayesoptimization_h1,High (>30),24,52.32754895471057,5.066187461217244,0.1373804288029528,-0.5055593777518539,0.026294235238252722,45.83333333333333
tft_gridsearch_h1,Low (<20),703,0.9951410450663896,0.7459256347178734,0.046351326869713876,0.7806886562210921,0.0018109456043653156,53.485064011379805
tft_gridsearch_h1,Medium (20-30),201,5.443636718450803,1.7169676823402518,0.07405837276389428,0.10370704109363715,0.006089787344628851,52.736318407960205
tft_gridsearch_h1,High (>30),24,61.345999066549666,5.8020979563395185,0.157578471602113,-0.7650366972498146,0.03036338557674753,33.33333333333333
xgboost_bayesoptimization_h1,Low (<20),703,1.1629180615750534,0.8093617755260657,0.05035014310940653,0.7437135931100369,0.002128985927172411,53.62731152204836
xgboost_bayesoptimization_h1,Medium (20-30),200,6.42440624687272,1.8755989005450442,0.08083591658768191,-0.08515959651505423,0.007407417616138633,53.5
xgboost_bayesoptimization_h1,High (>30),24,59.24768269842997,5.697272499318441,0.15411161451045555,-0.7046642940201686,0.030066831088558465,37.5
xgboost_gridsearch_h1,Low (<20),703,1.1648093693553543,0.8100444959864392,0.05038428525636496,0.7432967825957348,0.002131427887506853,53.34281650071123
xgboost_gridsearch_h1,Medium (20-30),200,6.425123519127426,1.8794682033856203,0.08103958901499063,-0.08528075243835631,0.007385564536903939,55.50000000000001
xgboost_gridsearch_h1,High (>30),24,59.33778764606105,5.727345665985108,0.1553302487206892,-0.7072567783156825,0.030221961802979442,37.5
